,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
13183,None,267.58,0.0,0.0,75,Clouds,broken clouds,3/25/2014 19:00,3466,medium
19482,None,277.94,0.0,0.0,1,Mist,mist,11/15/2015 2:00,678,very low
21856,None,277.43,0.0,0.0,90,Drizzle,light intensity drizzle,3/17/2016 1:00,419,very low
9360,None,295.15,0.0,0.0,1,Clear,sky is clear,10/8/2013 18:00,4983,high
43662,None,278.42,0.0,0.0,1,Clear,sky is clear,4/29/2018 2:00,601,very low
42543,None,274.01,0.0,0.0,90,Haze,haze,3/22/2018 10:00,4573,high
7231,None,299.8,0.0,0.0,36,Clouds,scattered clouds,6/26/2013 13:00,5303,high
5755,None,275.61,0.0,0.0,90,Rain,light rain,5/4/2013 17:00,4614,high
20339,None,264.83,0.0,0.0,90,Snow,light snow,12/31/2015 15:00,5747,high
29362,None,271.62,0.0,0.0,1,Clear,sky is clear,12/22/2016 21:00,2731,low
22283,None,276.36,0.0,0.0,90,Clouds,overcast clouds,4/6/2016 19:00,3334,medium
26558,None,296.79,0.0,0.0,90,Clouds,overcast clouds,9/12/2016 16:00,6263,very high
32130,None,275.82,0.0,0.0,90,Drizzle,drizzle,3/27/2017 7:00,6720,very high
1499,None,262.98,0.0,0.0,40,Clouds,scattered clouds,11/27/2012 3:00,337,very low
39173,None,271.21,0.0,0.0,75,Clouds,broken clouds,11/22/2017 17:00,5177,high
28220,None,273.47,0.0,0.0,90,Mist,mist,11/18/2016 21:00,2160,low
44772,None,291.72,0.0,0.0,1,Rain,light rain,6/8/2018 3:00,364,very low
34410,None,303.16,0.0,0.0,1,Clear,sky is clear,6/10/2017 21:00,3370,medium
41141,None,256.87,0.0,0.0,40,Clouds,scattered clouds,2/1/2018 2:00,285,very low
1815,None,269.93,0.0,0.0,93,Clouds,overcast clouds,12/9/2012 1:00,774,very low
31995,None,276.28,0.0,0.0,90,Mist,mist,3/24/2017 0:00,705,very low
21418,None,273.68,0.0,0.0,90,Snow,light snow,2/21/2016 12:00,5427,high
27635,None,280.562,0.0,0.0,0,Clear,Sky is Clear,10/27/2016 19:00,3514,medium
11618,None,266.26,0.0,0.0,90,Snow,light snow,1/20/2014 8:00,3861,medium
36579,None,288.75,0.0,0.0,1,Clear,sky is clear,8/25/2017 3:00,373,very low
1964,None,261.58,0.0,0.0,75,Mist,mist,12/13/2012 3:00,356,very low
3304,None,255.98,0.0,0.0,77,Clouds,broken clouds,2/2/2013 15:00,4760,high
13324,None,284.4,0.25,0.0,90,Rain,light rain,3/31/2014 16:00,6121,very high
31428,None,264.9,0.0,0.0,1,Clear,sky is clear,3/2/2017 7:00,6684,very high
14575,None,283.42,0.0,0.0,1,Clear,sky is clear,5/23/2014 2:00,302,very low
2515,None,261.01,0.0,0.0,17,Clouds,few clouds,12/30/2012 9:00,1997,low
22444,None,283.47,0.0,0.0,1,Clear,sky is clear,4/14/2016 4:00,864,very low
7653,None,301.64,0.0,0.0,0,Clear,Sky is Clear,7/13/2013 20:00,2920,medium
38642,None,274.88,0.0,0.0,90,Mist,mist,11/4/2017 8:00,2790,low
41684,None,260.88,0.0,0.0,40,Clouds,scattered clouds,2/20/2018 22:00,1592,low
572,None,290.24,0.0,0.0,90,Mist,mist,10/24/2012 15:00,5661,high
27573,None,275.093,0.0,0.0,80,Clouds,broken clouds,10/25/2016 5:00,2738,low
42102,None,271.43,0.0,0.0,90,Mist,mist,3/6/2018 1:00,242,very low
39462,None,284.72,0.0,0.0,90,Mist,mist,12/4/2017 11:00,4641,high
47521,None,288.06,0.0,0.0,1,Clear,sky is clear,9/8/2018 0:00,1131,very low
8464,None,287.38,0.0,0.0,1,Clear,sky is clear,8/17/2013 7:00,2064,low
43219,None,272.22,0.0,0.0,90,Snow,light snow,4/14/2018 2:00,397,very low
6744,None,287.82,2.16,0.0,56,Mist,mist,6/6/2013 16:00,6744,very high
34388,None,297.65,0.0,0.0,1,Clear,sky is clear,6/9/2017 23:00,3467,medium
8586,None,299.9,0.0,0.0,32,Clouds,scattered clouds,8/22/2013 11:00,5205,high
5382,None,274.29,0.0,0.0,90,Snow,heavy snow,4/22/2013 3:00,301,very low
39160,None,263.92,0.0,0.0,1,Clear,sky is clear,11/22/2017 4:00,861,very low
42723,None,276.38,0.0,0.0,1,Clear,sky is clear,3/28/2018 22:00,1736,low
18227,None,287.54,0.0,0.0,1,Clear,sky is clear,9/13/2015 9:00,2382,low
15980,None,293.514,0.0,0.0,12,Clouds,few clouds,6/22/2015 0:00,742,very low
4537,None,272.2,0.0,0.0,90,Clouds,overcast clouds,3/25/2013 20:00,2547,low
37109,None,301.28,0.0,0.0,5,Clear,sky is clear,9/12/2017 15:00,6114,very high
21561,None,267.15,0.0,0.0,90,Clouds,overcast clouds,2/29/2016 20:00,2510,low
20942,None,276.81,0.0,0.0,40,Clouds,scattered clouds,1/31/2016 15:00,4929,high
17783,None,290.79,0.0,0.0,90,Rain,moderate rain,8/28/2015 8:00,5878,very high
18318,None,297.27,3.3,0.0,75,Rain,moderate rain,9/17/2015 0:00,530,very low
31731,None,263.23,0.0,0.0,1,Clear,sky is clear,3/13/2017 23:00,985,very low
4522,None,270.59,0.0,0.0,90,Snow,heavy snow,3/25/2013 7:00,6581,very high
21447,None,273.68,0.0,0.0,90,Clouds,overcast clouds,2/23/2016 3:00,314,very low
43863,None,297.02,0.0,0.0,75,Clouds,broken clouds,5/6/2018 16:00,4181,medium
45610,None,291.07,0.0,0.0,5,Clear,sky is clear,7/6/2018 8:00,4489,high
28709,None,275.62,0.0,0.0,90,Rain,moderate rain,11/30/2016 21:00,2227,low
25639,None,292.7,18.42,0.0,80,Rain,very heavy rain,8/10/2016 21:00,1904,low
28344,None,273.95,0.0,0.0,90,Snow,snow,11/22/2016 23:00,903,very low
20022,None,274.15,0.0,0.0,90,Mist,mist,12/15/2015 23:00,1177,very low
22889,None,277.76,1.09,0.0,90,Drizzle,light intensity drizzle,4/28/2016 22:00,1993,low
28030,None,280.42,0.0,0.0,1,Clear,sky is clear,11/12/2016 23:00,1608,low
27166,None,281.165,0.0,0.0,12,Clouds,few clouds,10/7/2016 13:00,4572,high
40838,None,276.22,0.0,0.0,90,Clouds,overcast clouds,1/21/2018 14:00,4464,high
11149,None,255.66,0.0,0.0,64,Clouds,broken clouds,1/1/2014 18:00,2586,low
455,None,281.28,0.0,0.0,100,Drizzle,drizzle,10/20/2012 7:00,1824,low
42634,None,273.15,0.0,0.0,90,Clouds,overcast clouds,3/26/2018 8:00,5654,high
38091,None,291.58,0.0,0.0,40,Clouds,scattered clouds,10/16/2017 17:00,6057,very high
21655,None,278.28,0.0,0.0,1,Mist,mist,3/7/2016 7:00,6860,very high
44059,None,294.31,0.0,0.0,1,Clear,sky is clear,5/13/2018 20:00,3049,medium
41100,None,266.95,0.0,0.0,90,Clouds,overcast clouds,1/30/2018 15:00,5701,high
24845,None,299.3,0.0,0.0,75,Clouds,broken clouds,7/10/2016 15:00,3777,medium
8883,None,290.96,0.51,0.0,88,Rain,light rain,9/11/2013 2:00,286,very low
44533,None,295.35,0.0,0.0,90,Rain,moderate rain,5/30/2018 16:00,7042,very high
7435,None,294.4,0.0,0.0,1,Clear,sky is clear,7/4/2013 21:00,2201,low
20501,None,272.98,0.0,0.0,90,Mist,mist,1/8/2016 9:00,4749,high
14175,None,285.14,0.0,0.0,75,Clouds,broken clouds,5/9/2014 16:00,6393,very high
31064,None,279.555,0.0,0.0,76,Clouds,broken clouds,2/16/2017 15:00,5681,high
20819,None,271.28,0.0,0.0,90,Mist,mist,1/25/2016 0:00,461,very low
21182,None,258.21,0.0,0.0,1,Clear,sky is clear,2/9/2016 8:00,5947,very high
40007,None,266.02,0.0,0.0,90,Snow,light snow,12/23/2017 0:00,1141,very low
5231,None,276.43,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 13:00,4472,high
41595,None,267.75,0.0,0.0,90,Clouds,overcast clouds,2/18/2018 8:00,1889,low
43312,None,269.94,0.0,0.0,90,Mist,mist,4/15/2018 10:00,1494,low
42568,None,275.43,0.0,0.0,75,Clouds,broken clouds,3/23/2018 11:00,5230,high
7256,None,300.96,5.84,0.0,44,Thunderstorm,thunderstorm with heavy rain,6/27/2013 14:00,5849,very high
42095,None,271.15,0.0,0.0,90,Snow,snow,3/5/2018 22:00,694,very low
24124,None,293.75,0.51,0.0,0,Rain,light rain,6/12/2016 2:00,761,very low
16703,None,300.72,0.0,0.0,1,Clear,sky is clear,7/19/2015 18:00,4046,medium
39820,None,270.41,0.0,0.0,75,Mist,mist,12/16/2017 11:00,4303,medium
26709,None,290.47,0.0,0.0,1,Clear,sky is clear,9/18/2016 10:00,3759,medium
22002,None,272.35,0.0,0.0,40,Clouds,scattered clouds,3/24/2016 2:00,262,very low
16685,None,293.64,0.0,0.0,1,Clear,sky is clear,7/19/2015 0:00,1511,low
33427,None,287.68,0.0,0.0,1,Clear,sky is clear,5/7/2017 12:00,5097,high
8893,None,300.82,0.0,0.0,1,Clear,sky is clear,9/11/2013 17:00,6503,very high
41208,None,264.79,0.0,0.0,90,Snow,snow,2/3/2018 14:00,3572,medium
11573,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/18/2014 9:00,2789,low
24364,None,291.2,0.0,0.0,36,Clouds,scattered clouds,6/22/2016 2:00,345,very low
39292,None,287.61,0.0,0.0,75,Clouds,broken clouds,11/27/2017 14:00,4997,high
6674,None,291.48,0.0,0.0,75,Clouds,broken clouds,6/4/2013 20:00,2712,low
14360,None,279.54,0.0,0.0,32,Clouds,scattered clouds,5/16/2014 0:00,741,very low
10193,None,269.38,0.0,0.0,64,Snow,light snow,11/28/2013 13:00,3157,medium
46339,None,296.58,0.0,0.0,75,Clouds,broken clouds,8/1/2018 12:00,5141,high
39522,None,265.88,0.0,0.0,75,Snow,light snow,12/5/2017 13:00,4158,medium
11305,None,248.48,0.0,0.0,1,Clear,sky is clear,1/8/2014 6:00,5475,high
3576,None,270.47,0.0,0.0,75,Clouds,broken clouds,2/13/2013 11:00,4782,high
45943,None,291.44,0.0,0.0,1,Clear,sky is clear,7/18/2018 8:00,5696,high
16158,None,289.4,0.0,0.0,1,Clear,sky is clear,7/1/2015 1:00,444,very low
41985,None,276.68,0.0,0.0,20,Clouds,few clouds,3/2/2018 15:00,6057,very high
27896,None,284.96,0.0,0.0,90,Clouds,overcast clouds,11/7/2016 10:00,4034,medium
38128,None,283.42,0.0,0.0,1,Clear,sky is clear,10/18/2017 6:00,5927,very high
9833,None,280.61,0.0,0.0,64,Clouds,broken clouds,11/13/2013 18:00,4816,high
41506,None,276.58,0.0,0.0,5,Clear,sky is clear,2/14/2018 18:00,4607,high
10645,None,261.46,0.0,0.0,64,Clouds,broken clouds,12/13/2013 12:00,5270,high
19184,None,281.15,0.0,0.0,90,Drizzle,drizzle,10/28/2015 6:00,5687,high
6624,None,289.0,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 18:00,4111,medium
42246,None,272.5,0.0,0.0,90,Mist,mist,3/11/2018 6:00,740,very low
40140,None,257.43,0.0,0.0,90,Mist,mist,12/28/2017 5:00,2217,low
24225,None,291.05,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 7:00,6638,very high
14777,None,301.97,0.0,0.0,75,Clouds,broken clouds,5/31/2014 12:00,4959,high
37124,None,290.58,0.0,0.0,20,Clouds,few clouds,9/13/2017 6:00,5355,high
30810,None,272.48,0.0,0.0,75,Clouds,broken clouds,2/6/2017 14:00,4910,high
26485,None,295.81,0.0,0.0,40,Clouds,scattered clouds,9/9/2016 16:00,6156,very high
29623,None,271.35,0.0,0.0,90,Clouds,overcast clouds,12/30/2016 21:00,2656,low
26082,None,292.06,0.0,0.0,90,Drizzle,light intensity drizzle,8/27/2016 18:00,3389,medium
5893,None,290.9,0.0,0.0,90,Rain,heavy intensity rain,5/9/2013 19:00,3487,medium
30151,None,274.48,0.0,0.0,90,Mist,mist,1/17/2017 14:00,5016,high
28456,None,274.62,0.0,0.0,90,Mist,mist,11/25/2016 10:00,3076,medium
15391,None,296.46,0.0,0.0,76,Rain,light rain,7/11/2014 1:00,487,very low
41319,None,253.55,0.0,0.0,5,Mist,mist,2/7/2018 8:00,4915,high
30715,None,264.72,0.0,0.0,1,Clear,sky is clear,2/2/2017 15:00,5695,high
30026,None,259.77,0.0,0.0,90,Clouds,overcast clouds,1/13/2017 22:00,2167,low
7109,None,294.82,0.0,0.0,0,Clear,Sky is Clear,6/20/2013 10:00,5024,high
7790,None,304.37,0.0,0.0,0,Clear,Sky is Clear,7/19/2013 20:00,3254,medium
10869,None,265.78,0.0,0.0,64,Snow,light snow,12/22/2013 13:00,3627,medium
12151,None,258.38,0.0,0.0,1,Clear,sky is clear,2/10/2014 16:00,6347,very high
17395,None,302.87,0.0,0.0,1,Clear,sky is clear,8/15/2015 12:00,4321,medium
15130,None,301.06,0.0,0.0,0,Clear,Sky is Clear,6/20/2014 19:00,3737,medium
15037,None,287.92,0.25,0.0,92,Drizzle,light intensity drizzle,6/9/2014 8:00,5713,high
45058,None,298.01,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/17/2018 21:00,2568,low
34435,None,294.94,0.0,0.0,90,Rain,light rain,6/11/2017 16:00,4451,high
27936,None,274.4,0.0,0.0,1,Clear,sky is clear,11/9/2016 2:00,346,very low
24616,None,294.67,0.0,0.0,20,Clouds,few clouds,7/2/2016 10:00,3429,medium
35438,None,297.75,0.0,0.0,90,Drizzle,light intensity drizzle,7/18/2017 11:00,4482,high
19714,None,261.95,0.0,0.0,1,Mist,mist,11/28/2015 8:00,2107,low
31440,None,268.59,0.0,0.0,5,Clear,sky is clear,3/2/2017 19:00,3581,medium
27399,None,292.473,0.0,0.0,64,Rain,light rain,10/17/2016 14:00,4693,high
21656,None,281.8,0.0,0.0,1,Clear,sky is clear,3/7/2016 9:00,4675,high
28267,None,269.69,0.0,0.0,1,Clear,sky is clear,11/20/2016 19:00,2516,low
9033,None,294.71,0.0,0.0,90,Rain,light rain,9/19/2013 4:00,815,very low
41230,None,259.58,0.0,0.0,40,Snow,light snow,2/4/2018 1:00,986,very low
47094,None,298.39,1.02,0.0,90,Haze,haze,8/26/2018 13:00,4494,high
9993,None,280.29,0.0,0.0,64,Clouds,broken clouds,11/20/2013 2:00,262,very low
3402,None,259.1,0.0,0.0,40,Clouds,scattered clouds,2/7/2013 2:00,372,very low
3284,None,250.24,0.0,0.0,70,Clouds,broken clouds,2/1/2013 19:00,2945,medium
16344,None,294.16,5.59,0.0,1,Haze,haze,7/6/2015 16:00,6006,very high
32853,None,280.62,0.0,0.0,90,Drizzle,light intensity drizzle,4/19/2017 19:00,3189,medium
44010,None,284.0,0.0,0.0,90,Rain,light rain,5/11/2018 21:00,3134,medium
18824,None,284.33,0.0,0.0,1,Clear,sky is clear,10/6/2015 23:00,944,very low
22454,None,296.57,0.0,0.0,1,Clear,sky is clear,4/14/2016 14:00,5672,high
21820,None,284.8,0.0,0.0,90,Mist,mist,3/15/2016 16:00,6503,very high
34070,None,289.02,0.0,0.0,1,Clear,sky is clear,5/28/2017 2:00,795,very low
35666,None,299.65,0.0,0.0,90,Mist,mist,7/25/2017 19:00,3195,medium
7989,None,284.67,0.0,0.0,48,Clouds,scattered clouds,7/28/2013 3:00,393,very low
11788,None,264.26,0.0,0.0,75,Clouds,broken clouds,1/26/2014 13:00,3581,medium
29301,None,273.35,0.0,0.0,1,Clear,sky is clear,12/20/2016 8:00,5701,high
29542,None,266.65,0.0,0.0,90,Snow,light snow,12/27/2016 12:00,4575,high
29326,None,273.65,0.0,0.0,40,Haze,haze,12/21/2016 9:00,4975,high
47395,None,294.43,2.62,0.0,90,Mist,mist,9/4/2018 9:00,5242,high
30440,None,274.02,0.0,0.0,90,Mist,mist,1/23/2017 18:00,4109,medium
40743,None,269.87,0.0,0.0,5,Clear,sky is clear,1/17/2018 18:00,4207,medium
13127,None,265.16,0.0,0.0,90,Clouds,overcast clouds,3/23/2014 11:00,3418,medium
36725,None,286.15,0.0,0.0,1,Mist,mist,8/29/2017 4:00,916,very low
37765,None,285.37,0.0,0.0,90,Clouds,overcast clouds,10/6/2017 1:00,374,very low
42605,None,271.65,0.0,0.0,90,Clouds,overcast clouds,3/25/2018 6:00,771,very low
13777,None,289.56,0.0,0.0,75,Clouds,broken clouds,4/19/2014 14:00,4398,high
24617,None,295.89,0.0,0.0,40,Clouds,scattered clouds,7/2/2016 11:00,3892,medium
16838,None,296.91,0.0,0.0,75,Clouds,broken clouds,7/24/2015 23:00,108,very low
18858,None,285.84,3.13,0.0,90,Thunderstorm,proximity thunderstorm with rain,10/8/2015 4:00,892,very low
36609,None,290.09,0.0,0.0,75,Mist,mist,8/26/2017 0:00,1507,low
43022,None,265.36,0.0,0.0,1,Clear,sky is clear,4/8/2018 1:00,844,very low
26388,None,294.68,3.27,0.0,75,Mist,mist,9/6/2016 11:00,4335,medium
12237,None,256.05,0.0,0.0,75,Clouds,broken clouds,2/14/2014 6:00,5354,high
38767,None,273.34,0.0,0.0,20,Clouds,few clouds,11/8/2017 11:00,4553,high
44486,None,303.04,0.0,0.0,75,Rain,light rain,5/29/2018 16:00,6820,very high
27505,None,280.913,0.0,0.0,0,Clear,Sky is Clear,10/22/2016 8:00,3073,medium
26459,None,292.92,0.0,0.0,75,Rain,light rain,9/8/2016 20:00,3018,medium
5466,None,272.86,0.0,0.0,90,Mist,mist,4/24/2013 2:00,276,very low
18193,None,280.3,0.0,0.0,90,Mist,mist,9/12/2015 5:00,368,very low
28509,None,271.88,0.0,0.0,1,Fog,fog,11/27/2016 0:00,969,very low
21247,None,257.48,0.0,0.0,1,Clear,sky is clear,2/12/2016 20:00,3113,medium
21517,None,277.21,0.0,0.0,5,Clear,sky is clear,2/26/2016 18:00,5367,high
29731,None,268.72,0.0,0.0,90,Clouds,overcast clouds,1/3/2017 8:00,5338,high
28825,None,275.09,0.0,0.0,90,Snow,light snow,12/4/2016 18:00,3158,medium
18440,None,294.58,0.0,0.0,1,Clear,sky is clear,9/20/2015 14:00,4070,medium
24450,None,306.25,0.0,0.0,40,Clouds,scattered clouds,6/25/2016 14:00,4395,high
32019,None,275.84,0.0,0.0,92,Mist,mist,3/24/2017 9:00,4922,high
5865,None,297.67,0.0,0.0,75,Clouds,broken clouds,5/8/2013 18:00,4669,high
22691,None,277.13,0.0,0.0,1,Clear,sky is clear,4/23/2016 6:00,1442,very low
4785,None,280.2,0.0,0.0,1,Clear,sky is clear,4/4/2013 19:00,3521,medium
30582,None,268.55,0.0,0.0,90,Clouds,overcast clouds,1/29/2017 10:00,3465,medium
5874,None,288.76,0.0,0.0,1,Clear,sky is clear,5/9/2013 3:00,364,very low
17930,None,292.42,0.0,0.0,75,Fog,fog,9/3/2015 6:00,5815,high
27871,None,285.28,0.0,0.0,1,Clear,sky is clear,11/6/2016 9:00,3175,medium
13559,None,287.01,0.0,0.0,20,Clouds,few clouds,4/10/2014 12:00,5198,high
710,None,273.54,0.0,0.0,90,Clouds,overcast clouds,10/28/2012 1:00,795,very low
19897,None,274.22,0.0,0.0,1,Mist,mist,12/9/2015 1:00,335,very low
30321,None,274.94,0.0,0.0,90,Fog,fog,1/21/2017 7:00,1868,low
14070,None,290.69,0.0,0.0,88,Haze,haze,5/6/2014 18:00,4644,high
44175,None,298.59,0.0,0.0,1,Clear,sky is clear,5/17/2018 21:00,3238,medium
15520,None,291.65,0.0,0.0,75,Clouds,broken clouds,7/15/2014 11:00,5008,high
10518,None,261.27,0.0,0.0,64,Snow,light snow,12/8/2013 14:00,3303,medium
6706,None,285.93,0.38,0.0,92,Rain,light rain,6/5/2013 23:00,1293,very low
23189,None,283.33,1.55,0.0,90,Rain,moderate rain,5/10/2016 4:00,828,very low
28690,None,276.4,0.0,0.0,90,Rain,moderate rain,11/30/2016 12:00,4520,high
43932,None,286.85,0.0,0.0,90,Rain,light rain,5/9/2018 3:00,340,very low
10990,None,268.87,0.0,0.0,64,Clouds,broken clouds,12/26/2013 18:00,3468,medium
7227,None,295.01,0.0,0.0,36,Clouds,scattered clouds,6/26/2013 9:00,5692,high
44944,None,291.28,0.0,0.0,40,Rain,light rain,6/14/2018 1:00,424,very low
19753,None,274.3,0.0,0.0,90,Snow,snow,11/30/2015 18:00,2823,low
45226,None,298.15,0.0,0.0,1,Clear,sky is clear,6/22/2018 14:00,5351,high
44988,None,303.59,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/15/2018 19:00,3688,medium
12372,None,275.03,0.0,0.0,75,Clouds,broken clouds,2/19/2014 21:00,2625,low
40078,None,253.65,0.0,0.0,40,Clouds,scattered clouds,12/25/2017 18:00,3172,medium
34651,None,289.48,0.0,0.0,40,Clouds,scattered clouds,6/19/2017 3:00,343,very low
31558,None,271.65,0.0,0.0,75,Clouds,broken clouds,3/7/2017 7:00,6461,very high
3076,None,255.63,0.0,0.0,20,Clouds,few clouds,1/21/2013 1:00,331,very low
20006,None,273.08,0.0,0.0,90,Clouds,overcast clouds,12/15/2015 0:00,551,very low
5628,None,295.68,0.0,0.0,1,Clear,sky is clear,4/30/2013 16:00,6725,very high
642,None,279.54,0.0,0.0,90,Drizzle,drizzle,10/26/2012 3:00,380,very low
6780,None,286.47,0.0,0.0,80,Clouds,broken clouds,6/7/2013 18:00,4693,high
29940,None,261.84,0.0,0.0,5,Haze,haze,1/10/2017 17:00,4734,high
40262,None,247.76,0.0,0.0,1,Clear,sky is clear,1/1/2018 7:00,677,very low
4732,None,272.36,0.0,0.0,1,Clear,sky is clear,4/2/2013 14:00,5358,high
7336,None,297.14,0.0,0.0,44,Clouds,scattered clouds,6/30/2013 17:00,4162,medium
33784,None,284.65,0.0,0.0,90,Clouds,overcast clouds,5/18/2017 16:00,6267,very high
14461,None,284.32,1.98,0.0,90,Rain,moderate rain,5/19/2014 16:00,6215,very high
29308,None,274.82,0.0,0.0,1,Clear,sky is clear,12/20/2016 15:00,5420,high
42036,None,274.95,0.0,0.0,90,Rain,light rain,3/4/2018 11:00,3594,medium
15188,None,287.45,0.0,0.0,88,Clouds,overcast clouds,7/1/2014 23:00,1194,very low
25635,None,302.59,0.0,0.0,0,Clear,Sky is Clear,8/10/2016 17:00,6033,very high
15822,None,297.8,0.0,0.0,1,Clear,sky is clear,7/31/2014 11:00,5333,high
23529,None,284.75,0.0,0.0,1,Haze,haze,5/22/2016 3:00,387,very low
9006,None,288.15,0.0,0.0,90,Mist,mist,9/17/2013 23:00,977,very low
5280,None,273.29,0.0,0.0,90,Snow,heavy snow,4/19/2013 10:00,3940,medium
8751,None,287.54,0.0,0.0,0,Rain,light rain,9/2/2013 10:00,3201,medium
17100,None,299.43,0.0,0.0,75,Clouds,broken clouds,8/4/2015 14:00,5448,high
41519,None,271.35,0.0,0.0,40,Clouds,scattered clouds,2/15/2018 7:00,6174,very high
33658,None,288.35,0.0,0.0,40,Haze,haze,5/16/2017 3:00,347,very low
24653,None,291.46,0.0,0.0,20,Clouds,few clouds,7/3/2016 23:00,1985,low
7048,None,288.59,0.0,0.0,0,Clear,Sky is Clear,6/17/2013 3:00,347,very low
16736,None,288.38,0.0,0.0,1,Clear,sky is clear,7/21/2015 3:00,367,very low
40809,None,270.28,0.0,0.0,75,Clouds,broken clouds,1/20/2018 9:00,3381,medium
21066,None,267.41,0.0,0.0,40,Clouds,scattered clouds,2/5/2016 12:00,5304,high
4358,None,260.15,0.0,0.0,1,Clear,sky is clear,3/18/2013 4:00,822,very low
1731,None,272.86,0.0,0.0,1,Clear,sky is clear,12/5/2012 14:00,5346,high
27925,None,287.33,0.0,0.0,20,Clouds,few clouds,11/8/2016 15:00,5518,high
15986,None,297.003,0.0,0.0,36,Clouds,scattered clouds,6/24/2015 10:00,4723,high
31713,None,264.72,0.0,0.0,90,Snow,light snow,3/13/2017 5:00,2552,low
4469,None,262.56,0.0,0.0,1,Clear,sky is clear,3/23/2013 2:00,580,very low
43687,None,286.62,0.0,0.0,75,Thunderstorm,proximity thunderstorm,4/30/2018 3:00,355,very low
5867,None,296.6,0.0,0.0,1,Clear,sky is clear,5/8/2013 20:00,3219,medium
9132,None,296.76,0.0,0.0,0,Clear,Sky is Clear,9/26/2013 13:00,5160,high
6071,None,298.25,0.0,0.0,75,Clouds,broken clouds,5/16/2013 19:00,3451,medium
7920,None,288.64,0.0,0.0,0,Clear,Sky is Clear,7/25/2013 6:00,6025,very high
17212,None,297.31,0.0,0.0,40,Clouds,scattered clouds,8/8/2015 13:00,4283,medium
3555,None,269.47,0.0,0.0,90,Clouds,overcast clouds,2/12/2013 9:00,5011,high
36992,None,283.42,0.0,0.0,1,Clear,sky is clear,9/8/2017 7:00,6504,very high
44933,None,298.08,0.0,0.0,1,Clear,sky is clear,6/13/2018 14:00,5227,high
23037,None,290.76,0.0,0.0,1,Clear,sky is clear,5/4/2016 19:00,3599,medium
25341,None,298.3,0.0,0.0,20,Clouds,few clouds,7/29/2016 15:00,5240,high
28662,None,275.15,0.0,0.0,90,Mist,mist,11/30/2016 2:00,274,very low
24878,None,299.61,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/11/2016 23:00,995,very low
36568,None,295.21,0.0,0.0,40,Clouds,scattered clouds,8/24/2017 16:00,6724,very high
38521,None,273.58,0.0,0.0,75,Clouds,broken clouds,10/31/2017 15:00,5888,very high
7197,None,290.11,0.0,0.0,0,Clear,Sky is Clear,6/25/2013 5:00,2929,medium
32508,None,286.72,0.0,0.0,90,Rain,moderate rain,4/9/2017 21:00,2161,low
4926,None,277.53,0.0,0.0,90,Mist,mist,4/9/2013 7:00,7110,very high
19312,None,289.44,0.0,0.0,1,Clear,sky is clear,11/3/2015 20:00,2640,low
35878,None,299.94,0.0,0.0,40,Clouds,scattered clouds,8/2/2017 17:00,6138,very high
37697,None,289.99,0.0,0.0,90,Drizzle,light intensity drizzle,10/3/2017 9:00,5443,high
14377,None,285.06,0.0,0.0,48,Clouds,scattered clouds,5/16/2014 17:00,6185,very high
45529,None,294.02,0.0,0.0,1,Drizzle,light intensity drizzle,7/3/2018 8:00,5017,high
22596,None,283.77,0.0,0.0,90,Mist,mist,4/20/2016 7:00,7192,very high
15019,None,295.15,0.0,0.0,1,Clear,sky is clear,6/8/2014 14:00,4976,high
36915,None,284.29,0.0,0.0,1,Clear,sky is clear,9/5/2017 5:00,3001,medium
16744,None,296.48,0.0,0.0,1,Clear,sky is clear,7/21/2015 11:00,4468,high
