,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
13240,2451,None,265.97,0.0,0.0,90,Snow,heavy snow,12/28/2012 17:00,4760,high,low
13241,37216,None,291.62,0.0,0.0,90,Rain,light rain,9/16/2017 20:00,3089,medium,medium
13242,21263,None,260.68,0.0,0.0,1,Clear,sky is clear,2/13/2016 15:00,5190,high,low
13243,19241,None,278.86,0.0,0.0,90,Clouds,overcast clouds,10/30/2015 10:00,4831,high,medium
13244,9979,None,277.12,0.0,0.0,64,Clouds,broken clouds,11/19/2013 12:00,4827,high,medium
13245,3825,None,267.23,0.0,0.0,90,Mist,mist,2/23/2013 9:00,3524,medium,low
13246,43389,None,278.15,0.0,0.0,75,Clouds,broken clouds,4/17/2018 20:00,2877,low,medium
13247,27148,None,286.119,0.0,0.0,48,Clouds,scattered clouds,10/6/2016 19:00,3095,medium,medium
13248,5266,None,274.03,0.0,0.0,90,Mist,mist,4/19/2013 2:00,261,very low,medium
13249,28574,None,280.62,0.0,0.0,90,Mist,mist,11/28/2016 3:00,298,very low,medium
13250,44868,None,292.35,0.0,0.0,1,Clear,sky is clear,6/11/2018 2:00,291,very low,high
13251,45054,None,301.96,0.0,0.0,75,Rain,heavy intensity rain,6/17/2018 18:00,3843,medium,high
13252,41968,None,267.15,0.0,0.0,1,Clear,sky is clear,3/2/2018 1:00,416,very low,low
13253,7549,None,298.45,0.0,0.0,0,Clear,Sky is Clear,7/9/2013 13:00,5324,high,high
13254,6354,None,283.01,0.0,0.0,1,Clear,sky is clear,5/24/2013 1:00,414,very low,medium
13255,30525,None,267.82,0.0,0.0,90,Clouds,overcast clouds,1/27/2017 1:00,409,very low,low
13256,635,None,280.44,0.0,0.0,90,Rain,light rain,10/26/2012 1:00,432,very low,medium
13257,3802,None,266.99,0.0,0.0,90,Snow,heavy snow,2/23/2013 0:00,1059,very low,low
13258,40494,None,275.08,0.0,0.0,90,Haze,haze,1/10/2018 10:00,4552,high,medium
13259,27956,None,283.09,0.0,0.0,1,Clear,sky is clear,11/9/2016 21:00,2140,low,medium
13260,27304,None,277.268,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 9:00,5089,high,medium
13261,20280,None,268.34,0.0,0.05,90,Snow,light snow,12/29/2015 5:00,2236,low,low
13262,18047,None,292.88,0.0,0.0,40,Clouds,scattered clouds,9/7/2015 6:00,1057,very low,high
13263,25180,None,295.55,0.0,0.0,75,Rain,light rain,7/23/2016 15:00,3,very low,high
13264,23894,None,288.55,0.0,0.0,75,Clouds,broken clouds,6/3/2016 5:00,3016,medium,medium
13265,17139,None,289.58,0.0,0.0,75,Clouds,broken clouds,8/6/2015 5:00,2939,medium,medium
13266,5385,None,273.78,0.0,0.0,90,Mist,mist,4/22/2013 4:00,770,very low,medium
13267,41396,None,253.68,0.0,0.0,5,Clear,sky is clear,2/10/2018 8:00,3115,medium,low
13268,32869,None,279.55,0.0,0.0,90,Rain,heavy intensity rain,4/20/2017 2:00,257,very low,medium
13269,3559,None,269.95,0.0,0.0,90,Clouds,overcast clouds,2/12/2013 13:00,4834,high,low
13270,21454,None,274.01,0.0,0.0,90,Snow,light snow,2/23/2016 8:00,5556,high,medium
13271,3818,None,266.63,0.0,0.0,90,Snow,heavy snow,2/23/2013 7:00,1943,low,low
13272,3490,None,271.04,0.0,0.0,90,Haze,haze,2/11/2013 1:00,252,very low,low
13273,8013,None,285.35,0.0,0.0,32,Clouds,scattered clouds,7/29/2013 2:00,324,very low,medium
13274,4638,None,271.87,0.0,0.0,1,Clear,sky is clear,3/30/2013 2:00,542,very low,low
13275,19864,None,272.58,0.0,0.0,90,Fog,fog,12/7/2015 1:00,318,very low,medium
13276,37565,None,288.68,0.0,0.0,40,Clouds,scattered clouds,9/29/2017 13:00,5536,high,medium
13277,13672,None,267.3,0.0,0.0,0,Clear,sky is clear,4/15/2014 5:00,2712,low,low
13278,20940,None,275.65,0.0,0.0,75,Clouds,broken clouds,1/31/2016 11:00,3684,medium,medium
13279,25962,None,294.07,20.07,0.0,40,Thunderstorm,proximity thunderstorm,8/23/2016 22:00,1520,low,high
13280,44066,None,287.37,0.0,0.0,1,Mist,mist,5/14/2018 3:00,308,very low,medium
13281,12438,None,263.4,0.0,0.0,20,Clouds,few clouds,2/22/2014 15:00,3613,medium,low
13282,37523,None,291.08,0.0,0.0,5,Clear,sky is clear,9/27/2017 18:00,4708,high,medium
13283,19491,None,283.69,0.0,0.0,1,Clear,sky is clear,11/15/2015 11:00,4334,medium,medium
13284,33839,None,279.88,0.0,0.0,90,Mist,mist,5/20/2017 15:00,4324,medium,medium
13285,10901,None,255.21,0.0,0.0,64,Clouds,broken clouds,12/23/2013 16:00,5287,high,low
13286,46530,None,290.01,0.0,0.0,1,Mist,mist,8/8/2018 3:00,374,very low,medium
13287,4105,None,268.71,0.0,0.0,90,Mist,mist,3/6/2013 5:00,2542,low,low
13288,4364,None,270.02,0.0,0.0,75,Clouds,broken clouds,3/18/2013 16:00,5339,high,low
13289,33484,None,284.42,0.0,0.0,90,Mist,mist,5/9/2017 9:00,5082,high,medium
13290,1035,None,284.21,0.0,0.0,40,Clouds,scattered clouds,11/9/2012 13:00,5532,high,medium
13291,34086,None,293.7,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/28/2017 17:00,3525,medium,high
13292,43297,None,268.3,0.0,0.0,90,Snow,light snow,4/15/2018 5:00,301,very low,low
13293,33573,None,291.16,0.0,0.0,40,Clouds,scattered clouds,5/13/2017 0:00,2261,low,medium
13294,21523,None,274.93,0.0,0.0,1,Clear,sky is clear,2/27/2016 1:00,822,very low,medium
13295,11022,None,271.06,0.0,0.0,64,Mist,mist,12/28/2013 0:00,951,very low,low
13296,22806,None,283.9,0.0,0.0,90,Clouds,overcast clouds,4/25/2016 16:00,6552,very high,medium
13297,8471,None,298.15,0.0,0.0,40,Clouds,scattered clouds,8/17/2013 14:00,4721,high,high
13298,6513,None,287.2,0.0,0.0,90,Clouds,overcast clouds,5/30/2013 3:00,360,very low,medium
13299,11497,None,263.03,0.0,0.0,64,Haze,haze,1/15/2014 16:00,6252,very high,low
13300,28189,None,279.03,0.0,0.0,90,Rain,heavy intensity rain,11/18/2016 11:00,4540,high,medium
13301,33651,None,288.16,0.0,0.0,1,Clear,sky is clear,5/16/2017 0:00,624,very low,medium
13302,25386,None,299.04,0.0,0.0,75,Clouds,broken clouds,7/31/2016 12:00,2230,low,high
13303,39699,None,265.08,0.0,0.0,1,Clear,sky is clear,12/11/2017 23:00,958,very low,low
13304,2161,None,268.14,0.0,0.0,90,Mist,mist,12/18/2012 14:00,5785,high,low
13305,13829,None,288.63,0.0,0.0,1,Clear,sky is clear,4/21/2014 18:00,4614,high,medium
13306,2334,None,265.03,0.0,0.0,1,Clear,sky is clear,12/23/2012 22:00,1847,low,low
13307,39746,None,267.38,0.0,0.0,40,Clouds,scattered clouds,12/13/2017 20:00,2777,low,low
13308,41124,None,269.15,0.0,0.0,1,Clear,sky is clear,1/31/2018 12:00,4885,high,low
13309,31224,None,283.59,0.0,0.0,90,Haze,haze,2/22/2017 18:00,4524,high,medium
13310,21352,None,265.22,0.0,0.0,1,Clear,sky is clear,2/17/2016 10:00,4598,high,low
13311,18841,None,289.87,0.0,0.0,1,Clear,sky is clear,10/7/2015 15:00,5643,high,medium
13312,19106,None,285.02,0.0,0.0,1,Clear,sky is clear,10/21/2015 4:00,913,very low,medium
13313,5597,None,286.96,0.0,0.0,1,Clear,sky is clear,4/29/2013 9:00,5104,high,medium
13314,31273,None,269.95,0.0,0.0,1,Snow,light snow,2/24/2017 15:00,5505,high,low
13315,33547,None,286.89,0.0,0.0,5,Clear,sky is clear,5/11/2017 22:00,3076,medium,medium
13316,45499,None,291.3,0.0,0.0,1,Clear,sky is clear,7/2/2018 5:00,2931,medium,medium
13317,22294,None,273.08,0.0,0.0,90,Snow,light snow,4/7/2016 6:00,5709,high,medium
13318,12832,None,277.17,0.0,0.0,90,Clouds,overcast clouds,3/11/2014 4:00,823,very low,medium
13319,3374,None,259.72,0.0,0.0,56,Clouds,broken clouds,2/5/2013 16:00,6242,very high,low
13320,43176,None,276.28,0.0,0.0,40,Rain,light rain,4/13/2018 9:00,5227,high,medium
13321,32318,None,281.28,0.0,0.0,90,Mist,mist,4/3/2017 6:00,5453,high,medium
13322,30265,None,275.02,0.0,0.0,90,Drizzle,drizzle,1/20/2017 6:00,5279,high,medium
13323,35995,None,295.87,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/6/2017 14:00,4186,medium,high
13324,8779,None,296.4,0.0,0.0,64,Clouds,broken clouds,9/4/2013 20:00,3109,medium,high
13325,33245,None,276.08,0.0,0.0,90,Drizzle,drizzle,5/1/2017 8:00,5933,very high,medium
13326,21132,None,274.51,0.0,0.0,90,Haze,haze,2/7/2016 17:00,3386,medium,medium
13327,15002,None,282.98,0.51,0.0,90,Mist,mist,6/8/2014 2:00,833,very low,medium
13328,28069,None,283.15,0.0,0.0,90,Clouds,overcast clouds,11/14/2016 14:00,4500,high,medium
13329,3373,None,261.27,0.0,0.0,44,Clouds,scattered clouds,2/5/2013 14:00,5064,high,low
13330,37172,None,293.14,0.0,0.0,1,Clear,sky is clear,9/15/2017 6:00,5776,high,high
13331,8291,None,285.87,0.0,0.0,1,Clear,sky is clear,8/9/2013 5:00,2827,low,medium
13332,47689,None,297.65,0.0,0.0,1,Clear,sky is clear,9/14/2018 22:00,2810,low,high
13333,26659,None,289.83,0.0,0.0,90,Clouds,overcast clouds,9/16/2016 8:00,5660,high,medium
13334,33927,None,283.88,0.0,0.0,40,Clouds,scattered clouds,5/22/2017 9:00,4716,high,medium
13335,27483,None,278.974,0.0,0.0,8,Clear,sky is clear,10/21/2016 10:00,4377,high,medium
13336,46851,None,294.69,0.0,0.0,40,Clouds,scattered clouds,8/20/2018 3:00,369,very low,high
13337,23106,None,285.6,0.0,0.0,1,Haze,haze,5/7/2016 8:00,3139,medium,medium
13338,22338,None,273.86,0.0,0.0,75,Rain,proximity shower rain,4/8/2016 14:00,5818,high,medium
13339,47396,None,294.43,2.62,0.0,90,Thunderstorm,proximity thunderstorm,9/4/2018 9:00,5242,high,high
13340,34910,None,292.15,0.0,0.0,90,Rain,moderate rain,6/28/2017 11:00,4621,high,high
13341,7215,None,296.2,0.0,0.0,44,Rain,moderate rain,6/25/2013 21:00,2764,low,high
13342,21795,None,285.79,0.0,0.0,90,Mist,mist,3/14/2016 21:00,2160,low,medium
13343,19871,None,279.43,0.0,0.0,1,Clear,sky is clear,12/7/2015 13:00,4769,high,medium
13344,24081,None,294.15,0.0,0.0,0,Clear,Sky is Clear,6/10/2016 7:00,6230,very high,high
13345,9252,None,285.48,0.0,0.0,92,Mist,mist,10/4/2013 3:00,385,very low,medium
13346,13943,None,281.96,0.0,0.0,90,Clouds,overcast clouds,4/26/2014 12:00,3787,medium,medium
13347,10602,None,253.55,0.0,0.0,64,Clouds,broken clouds,12/11/2013 16:00,6274,very high,low
13348,41845,None,265.58,0.0,0.0,90,Clouds,overcast clouds,2/25/2018 7:00,947,very low,low
13349,8191,None,287.74,0.0,0.0,0,Clear,Sky is Clear,8/5/2013 1:00,436,very low,medium
13350,9235,None,286.77,2.03,0.0,92,Rain,moderate rain,10/3/2013 12:00,5339,high,medium
13351,18642,None,292.24,2.79,0.0,1,Rain,moderate rain,9/28/2015 10:00,4494,high,high
13352,36216,None,292.99,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/13/2017 17:00,4332,medium,high
13353,11955,None,260.39,0.0,0.0,0,Clear,sky is clear,2/2/2014 12:00,3655,medium,low
13354,4707,None,274.39,0.0,0.0,90,Mist,mist,4/1/2013 9:00,4820,high,medium
13355,36736,None,294.07,0.0,0.0,40,Clouds,scattered clouds,8/29/2017 11:00,5078,high,high
13356,5308,None,273.23,0.0,0.0,90,Mist,mist,4/19/2013 20:00,3240,medium,medium
13357,14867,None,286.38,0.0,0.0,0,Clear,Sky is Clear,6/3/2014 6:00,6071,very high,medium
13358,18959,None,284.13,0.25,0.0,90,Drizzle,drizzle,10/12/2015 13:00,4549,high,medium
13359,44834,None,294.58,0.0,0.0,90,Rain,light rain,6/9/2018 18:00,3571,medium,high
13360,14246,None,288.52,3.41,0.0,92,Mist,mist,5/12/2014 0:00,530,very low,medium
13361,21269,None,259.36,0.0,0.0,75,Clouds,broken clouds,2/13/2016 22:00,2582,low,low
13362,20706,None,259.72,0.0,0.0,90,Snow,light snow,1/19/2016 23:00,997,very low,low
13363,3178,None,262.69,0.0,0.0,90,Snow,heavy snow,1/26/2013 1:00,669,very low,low
13364,26462,None,290.55,0.0,0.0,1,Rain,light rain,9/8/2016 23:00,2657,low,medium
13365,7117,None,295.04,0.0,0.0,92,Clouds,overcast clouds,6/21/2013 1:00,516,very low,high
13366,1024,None,275.69,0.0,0.0,40,Clouds,scattered clouds,11/9/2012 2:00,340,very low,medium
13367,4767,None,268.65,0.0,0.0,1,Clear,sky is clear,4/4/2013 1:00,366,very low,low
13368,17611,None,298.86,0.0,0.0,1,Clear,sky is clear,8/21/2015 18:00,4632,high,high
13369,31523,None,283.55,0.0,0.0,75,Drizzle,drizzle,3/6/2017 4:00,865,very low,medium
13370,14844,None,291.37,0.66,0.0,1,Rain,moderate rain,6/2/2014 8:00,6252,very high,medium
13371,7798,None,298.98,0.0,0.0,68,Clouds,broken clouds,7/20/2013 4:00,426,very low,high
13372,30488,None,271.89,0.0,0.0,90,Snow,light snow,1/25/2017 13:00,4304,medium,low
13373,22419,None,278.79,0.0,0.0,40,Clouds,scattered clouds,4/12/2016 23:00,1946,low,medium
13374,11620,None,264.12,0.25,0.0,64,Rain,light rain,1/20/2014 11:00,3849,medium,low
13375,36255,None,295.69,0.0,0.0,75,Clouds,broken clouds,8/14/2017 19:00,3266,medium,high
13376,40020,None,266.93,0.0,0.0,5,Clear,sky is clear,12/23/2017 14:00,4305,medium,low
13377,4689,None,283.98,0.0,0.0,1,Clear,sky is clear,3/31/2013 16:00,4159,medium,medium
13378,28872,None,267.88,0.0,0.0,90,Snow,light snow,12/6/2016 13:00,4722,high,low
13379,20334,None,264.05,0.0,0.0,90,Haze,haze,12/31/2015 12:00,5054,high,low
13380,29762,None,256.15,0.0,0.0,5,Clear,sky is clear,1/4/2017 14:00,4846,high,low
13381,45478,None,293.21,0.0,0.0,90,Drizzle,drizzle,7/1/2018 11:00,3323,medium,high
13382,24148,None,292.35,0.51,0.0,68,Rain,light rain,6/13/2016 2:00,269,very low,high
13383,29139,None,254.72,0.0,0.0,40,Clouds,scattered clouds,12/14/2016 22:00,1766,low,low
13384,16832,None,302.64,0.0,0.0,40,Clouds,scattered clouds,7/24/2015 17:00,5341,high,high
13385,14813,None,294.27,0.76,0.0,56,Rain,light rain,6/1/2014 14:00,4736,high,high
13386,13378,None,276.36,0.0,0.0,90,Clouds,overcast clouds,4/2/2014 23:00,1008,very low,medium
13387,36301,None,292.803,0.0,0.0,92,Clouds,overcast clouds,8/16/2017 5:00,2963,medium,high
13388,74,None,281.42,0.0,0.0,90,Clouds,overcast clouds,10/5/2012 17:00,6169,very high,medium
13389,15153,None,287.08,0.0,0.0,0,Clear,Sky is Clear,6/26/2014 3:00,379,very low,medium
13390,8006,None,288.31,0.0,0.0,92,Clouds,overcast clouds,7/28/2013 19:00,3504,medium,medium
13391,24101,None,292.89,0.0,0.0,20,Clouds,few clouds,6/11/2016 3:00,445,very low,high
13392,45482,None,290.87,0.0,0.0,90,Rain,heavy intensity rain,7/1/2018 13:00,4084,medium,medium
13393,39566,None,264.01,0.0,0.0,1,Clear,sky is clear,12/7/2017 1:00,357,very low,low
13394,14104,None,284.93,1.02,0.0,92,Rain,moderate rain,5/8/2014 2:00,258,very low,medium
13395,45017,None,295.46,0.0,0.0,90,Mist,mist,6/16/2018 13:00,4834,high,high
13396,6177,None,298.51,0.0,0.0,40,Clouds,scattered clouds,5/19/2013 16:00,4233,medium,high
13397,22132,None,280.08,0.0,0.0,90,Drizzle,drizzle,3/30/2016 6:00,5262,high,medium
13398,36721,None,287.29,0.0,0.0,1,Mist,mist,8/29/2017 2:00,252,very low,medium
13399,11242,None,251.15,0.0,0.0,1,Clear,sky is clear,1/5/2014 11:00,2627,low,low
13400,43080,None,275.58,0.0,0.0,75,Clouds,broken clouds,4/9/2018 16:00,6719,very high,medium
13401,32800,None,282.69,0.0,0.0,90,Rain,light rain,4/18/2017 4:00,814,very low,medium
13402,33267,None,276.28,0.0,0.0,90,Rain,moderate rain,5/1/2017 15:00,5258,high,medium
13403,8706,None,301.64,0.0,0.0,0,Clear,Sky is Clear,8/29/2013 17:00,6724,very high,high
13404,38821,None,268.55,0.0,0.0,90,Clouds,overcast clouds,11/10/2017 18:00,4707,high,low
13405,8207,None,295.8,0.0,0.0,92,Clouds,overcast clouds,8/5/2013 17:00,5563,high,high
13406,23851,None,289.06,0.0,0.0,90,Clouds,overcast clouds,6/1/2016 10:00,4831,high,medium
13407,36112,None,290.62,0.0,0.0,90,Mist,mist,8/10/2017 1:00,362,very low,medium
13408,39263,None,273.29,0.0,0.0,40,Clouds,scattered clouds,11/26/2017 9:00,2404,low,medium
13409,559,None,285.93,0.0,0.0,90,Mist,mist,10/24/2012 9:00,5492,high,medium
13410,778,None,276.93,0.0,0.0,75,Clouds,broken clouds,10/30/2012 21:00,2578,low,medium
13411,37676,None,290.38,0.0,0.0,90,Rain,light rain,10/3/2017 0:00,501,very low,medium
13412,19551,None,285.44,0.0,0.0,90,Rain,light rain,11/17/2015 22:00,1826,low,medium
13413,16654,None,297.91,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/18/2015 0:00,1437,very low,high
13414,3158,None,253.46,0.0,0.0,1,Clear,sky is clear,1/24/2013 22:00,1887,low,low
13415,39437,None,281.22,0.0,0.0,1,Clear,sky is clear,12/3/2017 15:00,4892,high,medium
13416,36361,None,292.15,0.0,0.0,90,Mist,mist,8/17/2017 11:00,5147,high,high
13417,38894,None,279.15,0.0,0.0,75,Clouds,broken clouds,11/13/2017 14:00,5048,high,medium
13418,48096,None,288.73,0.0,0.0,1,Clear,sky is clear,9/26/2018 16:00,6334,very high,medium
13419,243,None,268.98,0.0,0.0,75,Clouds,broken clouds,10/13/2012 7:00,2220,low,low
13420,18863,None,285.45,2.79,0.0,1,Fog,fog,10/8/2015 6:00,5884,very high,medium
13421,12677,None,263.15,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 11:00,4553,high,low
13422,16050,None,300.26,0.0,0.0,1,Clear,sky is clear,6/27/2015 14:00,4233,medium,high
13423,18818,None,293.35,0.0,0.0,40,Clouds,scattered clouds,10/6/2015 17:00,6201,very high,high
13424,45817,None,297.64,0.0,0.0,75,Rain,light rain,7/13/2018 16:00,6153,very high,high
13425,24481,None,300.99,0.0,0.0,1,Clear,sky is clear,6/26/2016 20:00,2425,low,high
13426,19810,None,273.95,0.0,0.0,1,Clear,sky is clear,12/3/2015 14:00,5559,high,medium
13427,40902,None,265.48,0.0,0.0,75,Clouds,broken clouds,1/23/2018 9:00,3337,medium,low
13428,32554,None,274.09,0.0,0.0,90,Mist,mist,4/10/2017 23:00,872,very low,medium
13429,8219,None,289.47,7.11,0.0,92,Thunderstorm,proximity thunderstorm,8/6/2013 3:00,386,very low,medium
13430,517,None,282.85,0.0,0.0,20,Clouds,few clouds,10/23/2012 4:00,807,very low,medium
13431,36832,None,291.15,0.0,0.0,40,Haze,haze,9/2/2017 2:00,535,very low,medium
13432,4677,None,276.92,0.0,0.0,90,Rain,heavy intensity rain,3/31/2013 7:00,908,very low,medium
13433,22721,None,284.58,1.6,0.0,90,Rain,moderate rain,4/24/2016 8:00,2620,low,medium
13434,37564,None,287.65,0.0,0.0,40,Clouds,scattered clouds,9/29/2017 12:00,5708,high,medium
13435,13035,None,274.76,0.48,0.0,90,Rain,light rain,3/19/2014 15:00,5623,high,medium
13436,23935,None,292.76,0.0,0.0,90,Rain,light rain,6/4/2016 11:00,4669,high,high
13437,7869,None,295.79,0.0,0.0,1,Clear,sky is clear,7/22/2013 21:00,2496,low,high
13438,28184,None,280.35,0.0,0.0,90,Rain,heavy intensity rain,11/18/2016 9:00,4378,high,medium
13439,4688,None,283.53,0.0,0.0,1,Clear,sky is clear,3/31/2013 15:00,4003,medium,medium
13440,12987,None,274.49,0.38,0.0,90,Rain,light rain,3/17/2014 15:00,5607,high,medium
13441,37773,None,281.58,0.0,0.0,20,Fog,fog,10/6/2017 6:00,5757,high,medium
13442,44862,None,296.42,0.0,0.0,75,Clouds,broken clouds,6/10/2018 20:00,2979,medium,high
13443,45858,None,300.29,0.0,0.0,20,Clouds,few clouds,7/14/2018 21:00,3272,medium,high
13444,37300,None,296.51,0.0,0.0,75,Clouds,broken clouds,9/19/2017 20:00,2977,medium,high
13445,37454,None,289.87,0.0,0.0,90,Clouds,overcast clouds,9/25/2017 14:00,5071,high,medium
13446,1585,None,273.45,0.0,0.0,90,Clouds,overcast clouds,11/30/2012 19:00,3618,medium,medium
13447,6419,None,289.15,0.0,0.0,75,Clouds,broken clouds,5/26/2013 13:00,3564,medium,medium
13448,10315,None,274.08,0.38,0.0,64,Snow,light snow,12/2/2013 20:00,2217,low,medium
13449,28874,None,268.34,0.0,0.0,90,Snow,light snow,12/6/2016 14:00,5062,high,low
13450,12349,None,272.39,0.0,0.0,1,Clear,sky is clear,2/18/2014 22:00,1608,low,medium
13451,37527,None,284.0,0.0,0.0,5,Clear,sky is clear,9/27/2017 22:00,2020,low,medium
13452,32757,None,283.15,0.0,0.0,1,Clear,sky is clear,4/16/2017 9:00,3008,medium,medium
13453,30099,None,266.48,0.0,0.0,75,Haze,haze,1/16/2017 11:00,4145,medium,low
13454,31086,None,286.372,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 13:00,5351,high,medium
13455,42474,None,271.08,0.0,0.0,90,Mist,mist,3/20/2018 10:00,4406,high,low
13456,20714,None,261.82,0.0,0.0,90,Mist,mist,1/20/2016 7:00,5705,high,low
13457,25915,None,287.68,0.0,0.0,1,Clear,sky is clear,8/22/2016 4:00,943,very low,medium
13458,2020,None,266.5,0.0,0.0,75,Mist,mist,12/15/2012 9:00,3169,medium,low
13459,11539,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/16/2014 23:00,1139,very low,medium
13460,7320,None,290.49,2.54,0.0,90,Rain,heavy intensity rain,6/30/2013 5:00,520,very low,medium
13461,26963,None,281.75,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 3:00,359,very low,medium
13462,27076,None,292.6,0.0,0.0,0,Clear,Sky is Clear,10/3/2016 19:00,2945,medium,high
13463,25872,None,290.14,0.7,0.0,40,Rain,light rain,8/20/2016 12:00,4165,medium,medium
13464,25690,None,292.16,0.0,0.0,0,Clear,Sky is Clear,8/13/2016 0:00,1721,low,high
13465,15802,None,299.27,0.0,0.0,40,Clouds,scattered clouds,7/30/2014 14:00,5966,very high,high
13466,21997,None,273.21,0.0,0.0,90,Mist,mist,3/23/2016 19:00,2713,low,medium
13467,35984,None,288.48,0.0,0.0,1,Clear,sky is clear,8/6/2017 3:00,501,very low,medium
13468,18262,None,295.77,0.0,0.0,1,Clear,sky is clear,9/14/2015 21:00,2251,low,high
13469,7706,None,295.02,0.0,0.0,8,Clear,sky is clear,7/16/2013 1:00,421,very low,high
13470,40198,None,256.58,0.0,0.0,90,Snow,light snow,12/29/2017 17:00,4564,high,low
13471,44395,None,292.3,0.0,0.0,1,Clear,sky is clear,5/26/2018 2:00,579,very low,high
13472,23309,None,279.61,0.0,0.0,75,Drizzle,drizzle,5/13/2016 6:00,5592,high,medium
13473,8227,None,289.88,2.29,0.0,92,Mist,mist,8/6/2013 7:00,6791,very high,medium
13474,44020,None,279.58,0.0,0.0,90,Clouds,overcast clouds,5/12/2018 7:00,2113,low,medium
13475,29154,None,256.42,0.0,0.0,1,Clear,sky is clear,12/15/2016 13:00,5053,high,low
13476,35508,None,292.02,0.0,0.0,90,Mist,mist,7/20/2017 5:00,3008,medium,high
13477,25559,None,299.59,0.0,0.0,36,Clouds,scattered clouds,8/7/2016 13:00,4799,high,high
13478,30734,None,260.59,0.0,0.0,1,Clear,sky is clear,2/3/2017 10:00,4548,high,low
13479,36141,None,291.28,0.0,0.0,1,Clear,sky is clear,8/10/2017 22:00,2248,low,medium
13480,598,None,287.36,0.0,0.0,90,Mist,mist,10/25/2012 11:00,4723,high,medium
13481,18907,None,279.83,0.0,0.0,1,Clear,sky is clear,10/10/2015 7:00,1353,very low,medium
13482,7808,None,300.51,0.0,0.0,0,Clear,Sky is Clear,7/20/2013 14:00,4741,high,high
13483,39411,None,280.3,0.0,0.0,40,Clouds,scattered clouds,12/2/2017 13:00,5516,high,medium
13484,12143,None,248.77,0.0,0.0,1,Clear,sky is clear,2/10/2014 8:00,5556,high,low
13485,42597,None,274.08,0.0,0.0,20,Clouds,few clouds,3/24/2018 22:00,4409,high,medium
